t              AirBox.fdtd_Point probe B_Ex_50_50_13.dat       incid
   0.27300611313285650E-007  -0.299924868E-003   0.000000000E+000
   0.27331424644339020E-007  -0.642297819E-004   0.000000000E+000
   0.27362237975392389E-007   0.243261878E-003   0.000000000E+000
   0.27393051306445759E-007   0.356502162E-003   0.000000000E+000
   0.27423864637499129E-007   0.159825577E-003   0.000000000E+000
   0.27454677968552499E-007  -0.186973688E-003   0.000000000E+000
   0.27485491299605869E-007  -0.378431112E-003   0.000000000E+000
   0.27516304630659238E-007  -0.242232709E-003   0.000000000E+000
   0.27547117961712608E-007   0.103022103E-003   0.000000000E+000
   0.27577931292765978E-007   0.359563681E-003   0.000000000E+000
   0.27608744623819348E-007   0.312978227E-003   0.000000000E+000
   0.27639557954872718E-007   0.532879494E-005   0.000000000E+000
   0.27670371285926088E-007  -0.309791998E-003   0.000000000E+000
   0.27701184616979457E-007  -0.372618175E-003   0.000000000E+000
   0.27731997948032827E-007  -0.123639125E-003   0.000000000E+000
   0.27762811279086197E-007   0.239434041E-003   0.000000000E+000
   0.27793624610139567E-007   0.410494045E-003   0.000000000E+000
   0.27824437941192937E-007   0.232118982E-003   0.000000000E+000
   0.27855251272246306E-007  -0.153657093E-003   0.000000000E+000
   0.27886064603299676E-007  -0.414959737E-003   0.000000000E+000
   0.27916877934353046E-007  -0.320962805E-003   0.000000000E+000
   0.27947691265406416E-007   0.501243048E-004   0.000000000E+000
   0.27978504596459786E-007   0.379838544E-003   0.000000000E+000
   0.28009317927513155E-007   0.387785025E-003   0.000000000E+000
   0.28040131258566525E-007   0.679768273E-004   0.000000000E+000
   0.28070944589619895E-007  -0.311933225E-003   0.000000000E+000
   0.28101757920673265E-007  -0.433950860E-003   0.000000000E+000
   0.28132571251726635E-007  -0.190833423E-003   0.000000000E+000
   0.28163384582780004E-007   0.220443573E-003   0.000000000E+000
   0.28194197913833374E-007   0.453476736E-003   0.000000000E+000
   0.28225011244886744E-007   0.302452914E-003   0.000000000E+000
   0.28255824575940114E-007  -0.112788694E-003   0.000000000E+000
   0.28286637906993484E-007  -0.439088646E-003   0.000000000E+000
   0.28317451238046853E-007  -0.393109920E-003   0.000000000E+000
   0.28348264569100223E-007  -0.987088424E-005   0.000000000E+000
   0.28379077900153593E-007   0.385795982E-003   0.000000000E+000
   0.28409891231206963E-007   0.457623042E-003   0.000000000E+000
   0.28440704562260333E-007   0.142148667E-003   0.000000000E+000
   0.28471517893313703E-007  -0.298743485E-003   0.000000000E+000
   0.28502331224367072E-007  -0.494503707E-003   0.000000000E+000
   0.28533144555420442E-007  -0.273910060E-003   0.000000000E+000
   0.28563957886473812E-007   0.185474928E-003   0.000000000E+000
   0.28594771217527182E-007   0.496745226E-003   0.000000000E+000
   0.28625584548580552E-007   0.389026274E-003   0.000000000E+000
   0.28656397879633921E-007  -0.539335888E-004   0.000000000E+000
   0.28687211210687291E-007  -0.457598042E-003   0.000000000E+000
   0.28718024541740661E-007  -0.476678630E-003   0.000000000E+000
   0.28748837872794031E-007  -0.920742459E-004   0.000000000E+000
   0.28779651203847401E-007   0.373815303E-003   0.000000000E+000
   0.28810464534900770E-007   0.530163466E-003   0.000000000E+000
   0.28841277865954140E-007   0.242993556E-003   0.000000000E+000
   0.28872091197007510E-007  -0.253674196E-003   0.000000000E+000
   0.28902904528060880E-007  -0.546787458E-003   0.000000000E+000
   0.28933717859114250E-007  -0.383833161E-003   0.000000000E+000
   0.28964531190167619E-007   0.108941487E-003   0.000000000E+000
   0.28995344521220989E-007   0.519365421E-003   0.000000000E+000
   0.29026157852274359E-007   0.494181179E-003   0.000000000E+000
   0.29056971183327729E-007   0.479063601E-004   0.000000000E+000
   0.29087784514381099E-007  -0.442442426E-003   0.000000000E+000
   0.29118597845434468E-007  -0.561136927E-003   0.000000000E+000
   0.29149411176487838E-007  -0.209575432E-003   0.000000000E+000
   0.29180224507541208E-007   0.316242600E-003   0.000000000E+000
   0.29211037838594578E-007   0.580018095E-003   0.000000000E+000
   0.29241851169647948E-007   0.364383624E-003   0.000000000E+000
   0.29272664500701318E-007  -0.155838905E-003   0.000000000E+000
   0.29303477831754687E-007  -0.554025988E-003   0.000000000E+000
   0.29334291162808057E-007  -0.495295390E-003   0.000000000E+000
   0.29365104493861427E-007  -0.179497292E-004   0.000000000E+000
   0.29395917824914797E-007   0.482801814E-003   0.000000000E+000
   0.29426731155968167E-007   0.579839398E-003   0.000000000E+000
   0.29457544487021536E-007   0.185135432E-003   0.000000000E+000
   0.29488357818074906E-007  -0.365976739E-003   0.000000000E+000
   0.29519171149128276E-007  -0.605171721E-003   0.000000000E+000
   0.29549984480181646E-007  -0.336294790E-003   0.000000000E+000
   0.29580797811235016E-007   0.206814060E-003   0.000000000E+000
   0.29611611142288385E-007   0.571710640E-003   0.000000000E+000
   0.29642424473341755E-007   0.463999517E-003   0.000000000E+000
   0.29673237804395125E-007  -0.237426721E-004   0.000000000E+000
   0.29704051135448495E-007  -0.493455387E-003   0.000000000E+000
   0.29734864466501865E-007  -0.558275555E-003   0.000000000E+000
   0.29765677797555234E-007  -0.156821217E-003   0.000000000E+000
   0.29796491128608604E-007   0.382111990E-003   0.000000000E+000
   0.29827304459661974E-007   0.601666979E-003   0.000000000E+000
   0.29858117790715344E-007   0.309603580E-003   0.000000000E+000
   0.29888931121768714E-007  -0.244194001E-003   0.000000000E+000
   0.29919744452822084E-007  -0.583504676E-003   0.000000000E+000
   0.29950557783875453E-007  -0.425429054E-003   0.000000000E+000
   0.29981371114928823E-007   0.820996065E-004   0.000000000E+000
   0.30012184445982193E-007   0.506921439E-003   0.000000000E+000
   0.30042997777035563E-007   0.505207339E-003   0.000000000E+000
   0.30073811108088933E-007   0.911868119E-004   0.000000000E+000
   0.30104624439142302E-007  -0.392562157E-003   0.000000000E+000
   0.30135437770195672E-007  -0.552118407E-003   0.000000000E+000
   0.30166251101249042E-007  -0.253341394E-003   0.000000000E+000
   0.30197064432302412E-007   0.261601992E-003   0.000000000E+000
   0.30227877763355782E-007   0.559062115E-003   0.000000000E+000
   0.30258691094409151E-007   0.378997152E-003   0.000000000E+000
   0.30289504425462521E-007  -0.126517582E-003   0.000000000E+000
   0.30320317756515891E-007  -0.517437933E-003   0.000000000E+000
   0.30351131087569261E-007  -0.458320370E-003   0.000000000E+000
   0.30381944418622631E-007  -0.136200688E-004   0.000000000E+000
   0.30412757749676000E-007   0.426267128E-003   0.000000000E+000
   0.30443571080729370E-007   0.496826193E-003   0.000000000E+000
   0.30474384411782740E-007   0.156932947E-003   0.000000000E+000
   0.30505197742836110E-007  -0.303047913E-003   0.000000000E+000
   0.30536011073889480E-007  -0.508069352E-003   0.000000000E+000
   0.30566824404942849E-007  -0.291945122E-003   0.000000000E+000
   0.30597637735996219E-007   0.170936692E-003   0.000000000E+000
   0.30628451067049589E-007   0.494755339E-003   0.000000000E+000
   0.30659264398102959E-007   0.396926305E-003   0.000000000E+000
   0.30690077729156329E-007  -0.466975034E-004   0.000000000E+000
   0.30720891060209699E-007  -0.450233958E-003   0.000000000E+000
   0.30751704391263068E-007  -0.458484021E-003   0.000000000E+000
   0.30782517722316438E-007  -0.705865677E-004   0.000000000E+000
   0.30813331053369808E-007   0.366070075E-003   0.000000000E+000
   0.30844144384423178E-007   0.477957423E-003   0.000000000E+000
   0.30874957715476548E-007   0.186876830E-003   0.000000000E+000
   0.30905771046529917E-007  -0.249423465E-003   0.000000000E+000
   0.30936584377583287E-007  -0.470807456E-003   0.000000000E+000
   0.30967397708636657E-007  -0.301792781E-003   0.000000000E+000
   0.30998211039690027E-007   0.119360222E-003   0.000000000E+000
   0.31029024370743397E-007   0.446706457E-003   0.000000000E+000
   0.31059837701796766E-007   0.398698205E-003   0.000000000E+000
   0.31090651032850136E-007   0.305389403E-005   0.000000000E+000
   0.31121464363903506E-007  -0.403173442E-003   0.000000000E+000
   0.31152277694956876E-007  -0.459314178E-003   0.000000000E+000
   0.31183091026010246E-007  -0.112595473E-003   0.000000000E+000
   0.31213904357063615E-007   0.327560934E-003   0.000000000E+000
   0.31244717688116985E-007   0.475355220E-003   0.000000000E+000
   0.31275531019170355E-007   0.214953674E-003   0.000000000E+000
   0.31306344350223725E-007  -0.217102526E-003   0.000000000E+000
   0.31337157681277095E-007  -0.457149581E-003   0.000000000E+000
   0.31367971012330464E-007  -0.316492515E-003   0.000000000E+000
   0.31398784343383834E-007   0.840178982E-004   0.000000000E+000
   0.31429597674437204E-007   0.418302545E-003   0.000000000E+000
   0.31460411005490574E-007   0.407519023E-003   0.000000000E+000
   0.31491224336543944E-007   0.478012662E-004   0.000000000E+000
   0.31522037667597314E-007  -0.364678475E-003   0.000000000E+000
   0.31552850998650683E-007  -0.469067134E-003   0.000000000E+000
   0.31583664329704053E-007  -0.163177814E-003   0.000000000E+000
   0.31614477660757423E-007   0.287401810E-003   0.000000000E+000
   0.31645290991810793E-007   0.484200864E-003   0.000000000E+000
   0.31676104322864163E-007   0.260119181E-003   0.000000000E+000
   0.31706917653917532E-007  -0.178915972E-003   0.000000000E+000
   0.31737730984970902E-007  -0.454716792E-003   0.000000000E+000
   0.31768544316024272E-007  -0.346713292E-003   0.000000000E+000
   0.31799357647077642E-007   0.434289104E-004   0.000000000E+000
   0.31830170978131012E-007   0.394562841E-003   0.000000000E+000
   0.31860984309184381E-007   0.421979727E-003   0.000000000E+000
   0.31891797640237751E-007   0.971860136E-004   0.000000000E+000
   0.31922610971291121E-007  -0.319031940E-003   0.000000000E+000
   0.31953424302344491E-007  -0.473497639E-003   0.000000000E+000
   0.31984237633397861E-007  -0.220750022E-003   0.000000000E+000
   0.32015050964451230E-007   0.229485857E-003   0.000000000E+000
   0.32045864295504600E-007   0.482598174E-003   0.000000000E+000
   0.32076677626557970E-007   0.315118115E-003   0.000000000E+000
   0.32107490957611340E-007  -0.120926474E-003   0.000000000E+000
   0.32138304288664710E-007  -0.443288300E-003   0.000000000E+000
   0.32169117619718079E-007  -0.384362938E-003   0.000000000E+000
   0.32199930950771449E-007  -0.903964974E-005   0.000000000E+000
   0.32230744281824819E-007   0.364428299E-003   0.000000000E+000
   0.32261557612878189E-007   0.434115267E-003   0.000000000E+000
   0.32292370943931559E-007   0.146671926E-003   0.000000000E+000
   0.32323184274984929E-007  -0.265896146E-003   0.000000000E+000
   0.32353997606038298E-007  -0.463214412E-003   0.000000000E+000
   0.32384810937091668E-007  -0.270391523E-003   0.000000000E+000
   0.32415624268145038E-007   0.159936171E-003   0.000000000E+000
   0.32446437599198408E-007   0.458749622E-003   0.000000000E+000
   0.32477250930251778E-007   0.361093553E-003   0.000000000E+000
   0.32508064261305147E-007  -0.491700484E-004   0.000000000E+000
   0.32538877592358517E-007  -0.411667424E-003   0.000000000E+000
   0.32569690923411887E-007  -0.415791379E-003   0.000000000E+000
   0.32600504254465257E-007  -0.701532408E-004   0.000000000E+000
   0.32631317585518627E-007   0.323610846E-003   0.000000000E+000
   0.32662130916571996E-007   0.440171745E-003   0.000000000E+000
   0.32692944247625366E-007   0.192948151E-003   0.000000000E+000
   0.32723757578678736E-007  -0.211150764E-003   0.000000000E+000
   0.32754570909732106E-007  -0.441717159E-003   0.000000000E+000
   0.32785384240785476E-007  -0.305467926E-003   0.000000000E+000
   0.32816197571838845E-007   0.918061996E-004   0.000000000E+000
   0.32847010902892215E-007   0.417748466E-003   0.000000000E+000
   0.32877824233945585E-007   0.388293091E-003   0.000000000E+000
   0.32908637564998955E-007   0.226874254E-004   0.000000000E+000
   0.32939450896052325E-007  -0.362234074E-003   0.000000000E+000
   0.32970264227105694E-007  -0.431885797E-003   0.000000000E+000
   0.33001077558159064E-007  -0.132070883E-003   0.000000000E+000
   0.33031890889212434E-007   0.271740486E-003   0.000000000E+000
   0.33062704220265804E-007   0.437194394E-003   0.000000000E+000
   0.33093517551319174E-007   0.235736006E-003   0.000000000E+000
   0.33124330882372544E-007  -0.156059934E-003   0.000000000E+000
   0.33155144213425913E-007  -0.414242095E-003   0.000000000E+000
   0.33185957544479283E-007  -0.328787311E-003   0.000000000E+000
   0.33216770875532653E-007   0.311774202E-004   0.000000000E+000
   0.33247584206586023E-007   0.368839974E-003   0.000000000E+000
   0.33278397537639393E-007   0.397512573E-003   0.000000000E+000
   0.33309210868692762E-007   0.858407293E-004   0.000000000E+000
   0.33340024199746132E-007  -0.302407076E-003   0.000000000E+000
   0.33370837530799502E-007  -0.430679705E-003   0.000000000E+000
   0.33401650861852872E-007  -0.187975980E-003   0.000000000E+000
   0.33432464192906242E-007   0.211784165E-003   0.000000000E+000
   0.33463277523959611E-007   0.423363585E-003   0.000000000E+000
   0.33494090855012981E-007   0.273507088E-003   0.000000000E+000
   0.33524904186066351E-007  -0.100630044E-003   0.000000000E+000
   0.33555717517119721E-007  -0.382677186E-003   0.000000000E+000
   0.33586530848173091E-007  -0.343705819E-003   0.000000000E+000
   0.33617344179226460E-007  -0.211124425E-004   0.000000000E+000
   0.33648157510279830E-007   0.318364910E-003   0.000000000E+000
   0.33678970841333200E-007   0.393176684E-003   0.000000000E+000
   0.33709784172386570E-007   0.136576302E-003   0.000000000E+000
   0.33740597503439940E-007  -0.239603192E-003   0.000000000E+000
   0.33771410834493309E-007  -0.414311071E-003   0.000000000E+000
   0.33802224165546679E-007  -0.233523766E-003   0.000000000E+000
   0.33833037496600049E-007   0.147990955E-003   0.000000000E+000
   0.33863850827653419E-007   0.399030978E-003   0.000000000E+000
   0.33894664158706789E-007   0.305407390E-003   0.000000000E+000
   0.33925477489760159E-007  -0.448823557E-004   0.000000000E+000
   0.33956290820813528E-007  -0.348737434E-003   0.000000000E+000
   0.33987104151866898E-007  -0.354535441E-003   0.000000000E+000
   0.34017917482920268E-007  -0.668566790E-004   0.000000000E+000
   0.34048730813973638E-007   0.271276716E-003   0.000000000E+000
   0.34079544145027008E-007   0.382394122E-003   0.000000000E+000
   0.34110357476080377E-007   0.175649693E-003   0.000000000E+000
   0.34141170807133747E-007  -0.180176590E-003   0.000000000E+000
   0.34171984138187117E-007  -0.388371933E-003   0.000000000E+000
   0.34202797469240487E-007  -0.268222851E-003   0.000000000E+000
   0.34233610800293857E-007   0.836695253E-004   0.000000000E+000
   0.34264424131347226E-007   0.365724351E-003   0.000000000E+000
   0.34295237462400596E-007   0.332450843E-003   0.000000000E+000
   0.34326050793453966E-007   0.141029595E-004   0.000000000E+000
   0.34356864124507336E-007  -0.311091426E-003   0.000000000E+000
   0.34387677455560706E-007  -0.366335327E-003   0.000000000E+000
   0.34418490786614075E-007  -0.113952818E-003   0.000000000E+000
   0.34449304117667445E-007   0.226324017E-003   0.000000000E+000
   0.34480117448720815E-007   0.373023096E-003   0.000000000E+000
   0.34510930779774185E-007   0.211333638E-003   0.000000000E+000
   0.34541744110827555E-007  -0.123921156E-003   0.000000000E+000
   0.34572557441880925E-007  -0.358755991E-003   0.000000000E+000
   0.34603370772934294E-007  -0.296653947E-003   0.000000000E+000
   0.34634184103987664E-007   0.176248432E-004   0.000000000E+000
   0.34664997435041034E-007   0.322601263E-003   0.000000000E+000
   0.34695810766094404E-007   0.354643475E-003   0.000000000E+000
   0.34726624097147774E-007   0.815326348E-004   0.000000000E+000
   0.34757437428201143E-007  -0.260999601E-003   0.000000000E+000
   0.34788250759254513E-007  -0.376859098E-003   0.000000000E+000
   0.34819064090307883E-007  -0.172108761E-003   0.000000000E+000
   0.34849877421361253E-007   0.170836080E-003   0.000000000E+000
   0.34880690752414623E-007   0.362956169E-003   0.000000000E+000
   0.34911504083467992E-007   0.253362639E-003   0.000000000E+000
   0.34942317414521362E-007  -0.602146320E-004   0.000000000E+000
   0.34973130745574732E-007  -0.322362554E-003   0.000000000E+000
   0.35003944076628102E-007  -0.321950472E-003   0.000000000E+000
   0.35034757407681472E-007  -0.557118328E-004   0.000000000E+000
   0.35065570738734841E-007   0.262294809E-003   0.000000000E+000
   0.35096384069788211E-007   0.365149172E-003   0.000000000E+000
   0.35127197400841581E-007   0.158492840E-003   0.000000000E+000
   0.35158010731894951E-007  -0.185654775E-003   0.000000000E+000
   0.35188824062948321E-007  -0.370955619E-003   0.000000000E+000
   0.35219637394001690E-007  -0.239591114E-003   0.000000000E+000
   0.35250450725055060E-007   0.894078985E-004   0.000000000E+000
   0.35281264056108430E-007   0.334093638E-003   0.000000000E+000
   0.35312077387161800E-007   0.297701394E-003   0.000000000E+000
   0.35342890718215170E-007   0.223697280E-004   0.000000000E+000
   0.35373704049268540E-007  -0.264079514E-003   0.000000000E+000
   0.35404517380321909E-007  -0.335480610E-003   0.000000000E+000
   0.35435330711375279E-007  -0.136913848E-003   0.000000000E+000
   0.35466144042428649E-007   0.175057270E-003   0.000000000E+000
   0.35496957373482019E-007   0.347784662E-003   0.000000000E+000
   0.35527770704535389E-007   0.232943843E-003   0.000000000E+000
   0.35558584035588758E-007  -0.797549583E-004   0.000000000E+000
   0.35589397366642128E-007  -0.326234382E-003   0.000000000E+000
   0.35620210697695498E-007  -0.295749720E-003   0.000000000E+000
   0.35651024028748868E-007  -0.189198472E-004   0.000000000E+000
   0.35681837359802238E-007   0.264206057E-003   0.000000000E+000
   0.35712650690855607E-007   0.320918101E-003   0.000000000E+000
   0.35743464021908977E-007   0.118303098E-003   0.000000000E+000
   0.35774277352962347E-007  -0.169701714E-003   0.000000000E+000
   0.35805090684015717E-007  -0.315700774E-003   0.000000000E+000
   0.35835904015069087E-007  -0.211137769E-003   0.000000000E+000
   0.35866717346122456E-007   0.603540248E-004   0.000000000E+000
   0.35897530677175826E-007   0.285155053E-003   0.000000000E+000
   0.35928344008229196E-007   0.279787666E-003   0.000000000E+000
   0.35959157339282566E-007   0.430365762E-004   0.000000000E+000
   0.35989970670335936E-007  -0.230127815E-003   0.000000000E+000
   0.36020784001389305E-007  -0.309086172E-003   0.000000000E+000
   0.36051597332442675E-007  -0.130660919E-003   0.000000000E+000
   0.36082410663496045E-007   0.147548504E-003   0.000000000E+000
   0.36113223994549415E-007   0.293467834E-003   0.000000000E+000
   0.36144037325602785E-007   0.199689646E-003   0.000000000E+000
   0.36174850656656155E-007  -0.443115714E-004   0.000000000E+000
   0.36205663987709524E-007  -0.243422415E-003   0.000000000E+000
   0.36236477318762894E-007  -0.249743112E-003   0.000000000E+000
   0.36267290649816264E-007  -0.629864517E-004   0.000000000E+000
   0.36298103980869634E-007   0.172923712E-003   0.000000000E+000
   0.36328917311923004E-007   0.272222620E-003   0.000000000E+000
   0.36359730642976373E-007   0.151405518E-003   0.000000000E+000
   0.36390543974029743E-007  -0.931176764E-004   0.000000000E+000
   0.36421357305083113E-007  -0.257835141E-003   0.000000000E+000
   0.36452170636136483E-007  -0.207888515E-003   0.000000000E+000
   0.36482983967189853E-007   0.639392238E-005   0.000000000E+000
   0.36513797298243222E-007   0.203049931E-003   0.000000000E+000
   0.36544610629296592E-007   0.230528109E-003   0.000000000E+000
   0.36575423960349962E-007   0.819329871E-004   0.000000000E+000
   0.36606237291403332E-007  -0.120474157E-003   0.000000000E+000
   0.36637050622456702E-007  -0.226524688E-003   0.000000000E+000
   0.36667863953510071E-007  -0.160396012E-003   0.000000000E+000
   0.36698677284563441E-007   0.293907360E-004   0.000000000E+000
   0.36729490615616811E-007   0.198246868E-003   0.000000000E+000
   0.36760303946670181E-007   0.210080529E-003   0.000000000E+000
   0.36791117277723551E-007   0.523006456E-004   0.000000000E+000
   0.36821930608776920E-007  -0.145027268E-003   0.000000000E+000
   0.36852743939830290E-007  -0.219901180E-003   0.000000000E+000
   0.36883557270883660E-007  -0.118936900E-003   0.000000000E+000
   0.36914370601937030E-007   0.666879278E-004   0.000000000E+000
   0.36945183932990400E-007   0.190883584E-003   0.000000000E+000
   0.36975997264043770E-007   0.168630067E-003   0.000000000E+000
   0.37006810595097139E-007   0.242453098E-004   0.000000000E+000
   0.37037623926150509E-007  -0.137118812E-003   0.000000000E+000
   0.37068437257203879E-007  -0.198310736E-003   0.000000000E+000
   0.37099250588257249E-007  -0.108225300E-003   0.000000000E+000
   0.37130063919310619E-007   0.707331928E-004   0.000000000E+000
   0.37160877250363988E-007   0.197414134E-003   0.000000000E+000
   0.37191690581417358E-007   0.165739853E-003   0.000000000E+000
   0.37222503912470728E-007   0.125060615E-005   0.000000000E+000
   0.37253317243524098E-007  -0.159853545E-003   0.000000000E+000
   0.37284130574577468E-007  -0.191312574E-003   0.000000000E+000
   0.37314943905630837E-007  -0.774292785E-004   0.000000000E+000
   0.37345757236684207E-007   0.896578349E-004   0.000000000E+000
   0.37376570567737577E-007   0.188505466E-003   0.000000000E+000
   0.37407383898790947E-007   0.148939769E-003   0.000000000E+000
   0.37438197229844317E-007  -0.523898052E-005   0.000000000E+000
   0.37469010560897686E-007  -0.164142722E-003   0.000000000E+000
   0.37499823891951056E-007  -0.200931521E-003   0.000000000E+000
   0.37530637223004426E-007  -0.752128835E-004   0.000000000E+000
   0.37561450554057796E-007   0.117327130E-003   0.000000000E+000
   0.37592263885111166E-007   0.216948189E-003   0.000000000E+000
   0.37623077216164535E-007   0.140247634E-003   0.000000000E+000
   0.37653890547217905E-007  -0.473039690E-004   0.000000000E+000
   0.37684703878271275E-007  -0.194080727E-003   0.000000000E+000
   0.37715517209324645E-007  -0.189493425E-003   0.000000000E+000
   0.37746330540378015E-007  -0.410494977E-004   0.000000000E+000
   0.37777143871431385E-007   0.141068784E-003   0.000000000E+000
   0.37807957202484754E-007   0.220871996E-003   0.000000000E+000
   0.37838770533538124E-007   0.129588501E-003   0.000000000E+000
   0.37869583864591494E-007  -0.733264169E-004   0.000000000E+000
   0.37900397195644864E-007  -0.227949466E-003   0.000000000E+000
   0.37931210526698234E-007  -0.198935275E-003   0.000000000E+000
   0.37962023857751603E-007  -0.168800761E-005   0.000000000E+000
   0.37992837188804973E-007   0.199951886E-003   0.000000000E+000
   0.38023650519858343E-007   0.236684777E-003   0.000000000E+000
   0.38054463850911713E-007   0.812409126E-004   0.000000000E+000
   0.38085277181965083E-007  -0.136718387E-003   0.000000000E+000
   0.38116090513018452E-007  -0.245367642E-003   0.000000000E+000
   0.38146903844071822E-007  -0.162627213E-003   0.000000000E+000
   0.38177717175125192E-007   0.498054869E-004   0.000000000E+000
   0.38208530506178562E-007   0.230579230E-003   0.000000000E+000
   0.38239343837231932E-007   0.232240433E-003   0.000000000E+000
   0.38270157168285301E-007   0.405312749E-004   0.000000000E+000
   0.38300970499338671E-007  -0.195072469E-003   0.000000000E+000
   0.38331783830392041E-007  -0.273851736E-003   0.000000000E+000
   0.38362597161445411E-007  -0.121742269E-003   0.000000000E+000
   0.38393410492498781E-007   0.134057787E-003   0.000000000E+000
   0.38424223823552150E-007   0.276438310E-003   0.000000000E+000
   0.38455037154605520E-007   0.189892889E-003   0.000000000E+000
   0.38485850485658890E-007  -0.485026685E-004   0.000000000E+000
   0.38516663816712260E-007  -0.245251693E-003   0.000000000E+000
   0.38547477147765630E-007  -0.246802083E-003   0.000000000E+000
   0.38578290478819000E-007  -0.509014790E-004   0.000000000E+000
   0.38609103809872369E-007   0.192160223E-003   0.000000000E+000
   0.38639917140925739E-007   0.286124618E-003   0.000000000E+000
   0.38670730471979109E-007   0.143268931E-003   0.000000000E+000
   0.38701543803032479E-007  -0.127570209E-003   0.000000000E+000
   0.38732357134085849E-007  -0.296908780E-003   0.000000000E+000
   0.38763170465139218E-007  -0.214119893E-003   0.000000000E+000
   0.38793983796192588E-007   0.510982209E-004   0.000000000E+000
   0.38824797127245958E-007   0.269806216E-003   0.000000000E+000
   0.38855610458299328E-007   0.259761844E-003   0.000000000E+000
   0.38886423789352698E-007   0.374474621E-004   0.000000000E+000
   0.38917237120406067E-007  -0.210690981E-003   0.000000000E+000
   0.38948050451459437E-007  -0.286928727E-003   0.000000000E+000
   0.38978863782512807E-007  -0.131761422E-003   0.000000000E+000
   0.39009677113566177E-007   0.134308735E-003   0.000000000E+000
   0.39040490444619547E-007   0.297047343E-003   0.000000000E+000
   0.39071303775672916E-007   0.214042666E-003   0.000000000E+000
   0.39102117106726286E-007  -0.560022308E-004   0.000000000E+000
   0.39132930437779656E-007  -0.284857117E-003   0.000000000E+000
   0.39163743768833026E-007  -0.269733719E-003   0.000000000E+000
   0.39194557099886396E-007  -0.216355838E-004   0.000000000E+000
   0.39225370430939765E-007   0.241547998E-003   0.000000000E+000
   0.39256183761993135E-007   0.294642377E-003   0.000000000E+000
   0.39286997093046505E-007   0.101143814E-003   0.000000000E+000
   0.39317810424099875E-007  -0.170390093E-003   0.000000000E+000
   0.39348623755153245E-007  -0.298280269E-003   0.000000000E+000
   0.39379437086206615E-007  -0.182418444E-003   0.000000000E+000
   0.39410250417259984E-007   0.848920608E-004   0.000000000E+000
   0.39441063748313354E-007   0.287962495E-003   0.000000000E+000
   0.39471877079366724E-007   0.252783182E-003   0.000000000E+000
   0.39502690410420094E-007  -0.230479054E-005   0.000000000E+000
   0.39533503741473464E-007  -0.263247231E-003   0.000000000E+000
   0.39564317072526833E-007  -0.298426079E-003   0.000000000E+000
   0.39595130403580203E-007  -0.723893900E-004   0.000000000E+000
   0.39625943734633573E-007   0.215260938E-003   0.000000000E+000
   0.39656757065686943E-007   0.312929449E-003   0.000000000E+000
   0.39687570396740313E-007   0.142774443E-003   0.000000000E+000
   0.39718383727793682E-007  -0.142898425E-003   0.000000000E+000
   0.39749197058847052E-007  -0.304866000E-003   0.000000000E+000
   0.39780010389900422E-007  -0.213736348E-003   0.000000000E+000
   0.39810823720953792E-007   0.555297011E-004   0.000000000E+000
   0.39841637052007162E-007   0.284035865E-003   0.000000000E+000
   0.39872450383060531E-007   0.277527346E-003   0.000000000E+000
   0.39903263714113901E-007   0.298945815E-004   0.000000000E+000
   0.39934077045167271E-007  -0.253256818E-003   0.000000000E+000
   0.39964890376220641E-007  -0.321002677E-003   0.000000000E+000
